"Facility ID","Facility Name","Address","City","State","ZIP Code","County Name","Phone Number","Hospital Type","Hospital Ownership","Emergency Services","Meets criteria for promoting interoperability of EHRs","Hospital overall rating","Hospital overall rating footnote","MORT Group Measure Count","Count of Facility MORT Measures","Count of MORT Measures Better","Count of MORT Measures No Different","Count of MORT Measures Worse","MORT Group Footnote","Safety Group Measure Count","Count of Facility Safety Measures","Count of Safety Measures Better","Count of Safety Measures No Different","Count of Safety Measures Worse","Safety Group Footnote","READM Group Measure Count","Count of Facility READM Measures","Count of READM Measures Better","Count of READM Measures No Different","Count of READM Measures Worse","READM Group Footnote","Pt Exp Group Measure Count","Count of Facility Pt Exp Measures","Pt Exp Group Footnote","TE Group Measure Count","Count of Facility TE Measures","TE Group Footnote"
451307,IRAAN GENERAL HOSPITAL,600 HIGHWAY 349 NORTH,IRAAN,TX,79744,Pecos,(432) 639-2575,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,14,1,
451308,YOAKUM COUNTY HOSPITAL,412 MUSTANG AVENUE,DENVER CITY,TX,79323,Yoakum,(806) 592-2121,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,14,Not Available,5
451309,MC CAMEY HOSPITAL,2500 HWY 305 SOUTH,MCCAMEY,TX,79752,Upton,(432) 652-8626,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,14,Not Available,5
451310,BALLINGER MEMORIAL HOSPITAL,608 AVENUE B,BALLINGER,TX,76821,Runnels,(325) 365-2531,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,14,Not Available,5
451311,SWEENY COMMUNITY HOSPITAL,305 NORTH MCKINNEY,SWEENY,TX,77480,Brazoria,(979) 548-3311,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,14,6,
451312,RICE MEDICAL CENTER,600 SOUTH AUSTIN ROAD,EAGLE LAKE,TX,77434,Colorado,(979) 234-5571,Critical Access Hospitals,Proprietary,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,14,2,
451313,FISHER COUNTY HOSPITAL DISTRICT,774 STATE HIGHWAY 70 N,ROTAN,TX,79546,Fisher,(325) 735-2256,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,14,3,
451314,WINKLER COUNTY MEMORIAL HOSPITAL,821 JEFFEE DRIVE,KERMIT,TX,79745,Winkler,(432) 586-5865,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,14,1,
451315,NORTH RUNNELS HOSPITAL,7821 EAST HIGHWAY 153,WINTERS,TX,79567,Runnels,(325) 754-4553,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,14,Not Available,5
451316,MADISON ST JOSEPH HEALTH CENTER,100 WEST CROSS STREET,MADISONVILLE,TX,77864,Madison,(936) 348-2631,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,14,3,
451317,REFUGIO COUNTY MEMORIAL HOSPITAL,107 SWIFT STREET,REFUGIO,TX,78377,Refugio,(361) 526-2321,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,14,2,
451318,STONEWALL MEMORIAL HOSPITAL DISTRICT,821 NORTH BROADWAY,ASPERMONT,TX,79502,Stonewall,(940) 989-3551,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,14,2,
451319,CHRISTUS MOTHER FRANCES HOSPITAL- JACKSONVILLE,2026 S JACKSON STREET,JACKSONVILLE,TX,75766,Cherokee,(903) 541-4500,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,6,1,5,0,,8,Not Available,5,14,5,
451320,BAYSIDE COMMUNITY HOSPITAL,200 HOSPITAL DRIVE,ANAHUAC,TX,77514,Chambers,(409) 267-3143,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,14,3,
451322,GRIMES ST JOSEPH HEALTH CENTER,210 JUDSON ST,NAVASOTA,TX,77868,Grimes,(936) 825-6585,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,14,2,
451323,ROLLINS BROOK COMMUNITY HOSPITAL,608 NORTH KEY AVENUE,LAMPASAS,TX,76550,Lampasas,(512) 556-3682,Critical Access Hospitals,Voluntary non-profit - Church,Yes,Y,4,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,5,1,4,0,,8,Not Available,5,14,6,
451324,LILLIAN M HUDSPETH MEMORIAL HOSPITAL,308 HUDSPETH,SONORA,TX,76950,Sutton,(325) 387-2521,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,14,1,
451325,CONCHO COUNTY HOSPITAL,614 EAKER STREET,EDEN,TX,76837,Concho,(915) 869-5911,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,14,2,
451328,RICELAND MEDICAL CENTER,538 BROADWAY,WINNIE,TX,77665,Chambers,(409) 296-6000,Critical Access Hospitals,Proprietary,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,14,Not Available,5
451329,RANKIN HOSPITAL MEDICAL CLINIC,1611 SPUR 576,RANKIN,TX,79778,Upton,(432) 693-2443,Critical Access Hospitals,Government - Hospital District or Authority,No,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,14,1,
451330,MEDINA REGIONAL HOSPITAL,3100 AVENUE E,HONDO,TX,78861,Medina,(830) 426-7700,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,5,0,5,0,,8,Not Available,5,14,4,
451331,COON MEMORIAL HOSPITAL,1411 DENVER AVENUE,DALHART,TX,79022,Dallam,(806) 244-4571,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,4,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,5,0,5,0,,8,Not Available,5,14,3,
451332,PALACIOS COMMUNITY MEDICAL CENTER,311 GREEN AVENUE,PALACIOS,TX,77465,Matagorda,(361) 972-2511,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,14,Not Available,5
451333,MARTIN COUNTY HOSPITAL DISTRICT,600 E INTERSTATE 20     PO BOX 640,STANTON,TX,79782,Martin,(432) 756-3345,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,14,3,
451334,PARKVIEW HOSPITAL,901 S. SWEETWATER,WHEELER,TX,79096,Wheeler,(806) 826-5581,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,14,1,
451335,MUENSTER MEMORIAL HOSPITAL,605 N MAPLE STREET,MUENSTER,TX,76252,Cooke,(940) 759-2271,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
451337,W J MANGOLD MEMORIAL HOSPITAL,320 NORTH MAIN,LOCKNEY,TX,79241,Floyd,(806) 652-3373,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,3,1,,8,Not Available,5,14,2,
451338,CULBERSON HOSPITAL,EISENHOWER ROAD AND FM 2185,VAN HORN,TX,79855,Culberson,(432) 283-2760,Critical Access Hospitals,Proprietary,No,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,14,3,
451339,THROCKMORTON COUNTY MEMORIAL HOSPITAL,802 N MINTER AVENUE,THROCKMORTON,TX,76483,Throckmorton,(940) 849-2151,Critical Access Hospitals,Government - Local,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
451340,SHAMROCK GENERAL HOSPITAL,1000 SOUTH MAIN STREET,SHAMROCK,TX,79079,Wheeler,(806) 256-2114,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
451341,HASKELL MEMORIAL HOSPITAL,1 NORTH AVENUE N  PO BOX 1117,HASKELL,TX,79521,Haskell,(940) 864-2621,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5,14,3,
451342,MITCHELL COUNTY HOSPITAL DISTRICT,997 WEST I-20,COLORADO CITY,TX,79512,Mitchell,(325) 728-3431,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5,14,5,
451343,ELECTRA MEMORIAL HOSPITAL,1207 S BAILEY STREET,ELECTRA,TX,76360,Wichita,(940) 495-3981,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5,14,3,
451344,HANSFORD COUNTY HOSPITAL,707 ROLAND ST,SPEARMAN,TX,79081,Hansford,(806) 659-2535,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,14,4,
451345,CROSBYTON CLINIC HOSPITAL,710 WEST MAIN STREET,CROSBYTON,TX,79322,Crosby,(806) 675-2382,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
451346,YOAKUM COMMUNITY HOSPITAL,1200 CARL RAMERT DRIVE,YOAKUM,TX,77995,Lavaca,(361) 293-2321,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,3,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,6,1,5,0,,8,Not Available,5,14,5,
451347,COLEMAN COUNTY MEDICAL CENTER COMPANY,310 SOUTH PECOS STREET,COLEMAN,TX,76834,Coleman,(325) 625-2135,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,1,,7,4,0,3,1,,8,Not Available,Not Available,Not Available,Not Available,5,11,5,0,5,0,,8,Not Available,5,14,3,
451348,HEART OF TEXAS MEMORIAL HOSPITAL,2008 NINE ROAD,BRADY,TX,76825,McCulloch,(325) 597-2901,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
451349,SWISHER MEMORIAL HOSPITAL,539 SOUTHEAST 2ND,TULIA,TX,79088,Swisher,(806) 995-3581,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5,14,3,
451350,PLAINS MEMORIAL HOSPITAL,310 WEST HALSELL STREET,DIMMITT,TX,79027,Castro,(806) 647-2191,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,14,3,
451351,LYNN COUNTY HOSPITAL DISTRICT,2600 LOCKWOOD STREET,TAHOKA,TX,79373,Lynn,(806) 998-4533,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,14,Not Available,5
451352,HARDEMAN COUNTY MEMORIAL HOSPITAL,402 MERCER ST,QUANAH,TX,79252,Hardeman,(940) 663-2795,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,5,Not Available,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,Not Available,Not Available,Not Available,5,Not Available,Not Available,5,Not Available,Not Available,5
451353,CRANE COUNTY HOSPITAL DISTRICT,1310 S ALFORD ST,CRANE,TX,79731,Crane,(432) 558-3555,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,14,2,
451354,HAMILTON HOSPITAL,901 WEST HAMILTON,OLNEY,TX,76374,Young,(940) 564-5521,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,4,0,,8,Not Available,5,14,5,
451355,COLLINGSWORTH GENERAL HOSPITAL,1013 15TH ST,WELLINGTON,TX,79095,Collingsworth,(806) 447-2521,Critical Access Hospitals,Proprietary,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,14,3,
451356,MEMORIAL MEDICAL CENTER,701 N VIRGINIA ST,PORT LAVACA,TX,77979,Calhoun,(361) 552-6713,Critical Access Hospitals,Government - Local,Yes,Y,4,,7,3,0,3,0,,8,1,0,1,0,,11,5,0,5,0,,8,8,,14,4,
451358,MEMORIAL HOSPITAL,209 NORTHWEST 8TH STREET,SEMINOLE,TX,79360,Gaines,(432) 758-4854,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
451359,OCHILTREE GENERAL HOSPITAL,3101 GARRETT DRIVE,PERRYTON,TX,79070,Ochiltree,(806) 435-3606,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,2,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,4,0,,8,Not Available,5,14,6,
451360,MEMORIAL MEDICAL CENTER SAN AUGUSTINE,511 HOSPITAL ST,SAN AUGUSTINE,TX,75972,San Augustine,(936) 275-3446,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
451361,SABINE COUNTY HOSPITAL,"PO BOX 750, 2301 HWY 83 W",HEMPHILL,TX,75948,Sabine,(409) 787-3300,Critical Access Hospitals,Proprietary,Yes,,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,0,3,0,,8,Not Available,5,14,4,
451362,CLAY COUNTY MEMORIAL HOSPITAL,310 W SOUTH STREET,HENRIETTA,TX,76365,Clay,(940) 538-5621,Critical Access Hospitals,Government - Local,Yes,Y,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,14,Not Available,5
451363,JACKSON HEALTHCARE CENTER,1013 S WELLS,EDNA,TX,77957,Jackson,(361) 782-7800,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,14,3,
451364,OTTO KAISER MEMORIAL HOSPITAL,3349 S HIGHWAY 181,KENEDY,TX,78119,Karnes,(830) 583-3401,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,1,2,0,,8,Not Available,5,14,3,
451365,ASCENSION SETON HIGHLAND LAKES,HIGHWAY 281 SOUTH,BURNET,TX,78611,Burnet,(512) 715-3000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,2,0,2,0,,8,2,0,2,0,,11,7,1,6,0,,8,8,,14,8,
451366,COCHRAN MEMORIAL HOSPITAL,205 E GRANT STREET,MORTON,TX,79346,Cochran,(806) 266-5565,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,14,Not Available,5
451367,UT HEALTH EAST TEXAS PITTSBURG HOSPITAL,2701 US HWY 271 N,PITTSBURG,TX,75686,Camp,(903) 856-4520,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,5,,7,3,0,3,0,,8,1,0,1,0,,11,5,0,5,0,,8,8,,14,10,
451369,GOLDEN PLAINS COMMUNITY HOSPITAL,100 MEDICAL DRIVE,BORGER,TX,79007,Hutchinson,(806) 273-1100,Critical Access Hospitals,Proprietary,Yes,,Not Available,16,7,3,0,3,0,,8,1,0,1,0,,11,4,1,3,0,,8,Not Available,5,14,2,
451370,TMC- BONHAM HOSPITAL,504 LIPSCOMB STREET,BONHAM,TX,75418,Fannin,(903) 640-7311,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,3,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,5,0,4,1,,8,Not Available,5,14,4,
451371,ASCENSION SETON EDGAR B DAVIS,130 HAYS STREET,LULING,TX,78648,Caldwell,(830) 875-7000,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,4,,7,3,0,3,0,,8,1,0,1,0,,11,5,0,5,0,,8,8,,14,6,
451372,MULESHOE AREA MEDICAL CENTER,708 S 1ST ST,MULESHOE,TX,79347,Bailey,(806) 272-4524,Critical Access Hospitals,Proprietary,Yes,,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,14,2,
451373,WARD MEMORIAL HOSPITAL,406 SOUTH GARY ST,MONAHANS,TX,79756,Ward,(432) 943-2511,Critical Access Hospitals,Government - Local,Yes,Y,4,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,0,4,0,,8,Not Available,5,14,3,
451374,BAYLOR SCOTT & WHITE MEDICAL CENTER - TAYLOR,305 MALLARD,TAYLOR,TX,76574,Williamson,(512) 352-7611,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,2,0,2,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,3,1,2,0,,8,Not Available,5,14,1,
451375,LIBERTY DAYTON REGIONAL MEDICAL CENTER,1353 N TRAVIS ST,LIBERTY,TX,77575,Liberty,(936) 336-7316,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,1,0,1,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,14,4,
451376,LAVACA MEDICAL CENTER,1400 NORTH TEXANA STREET,HALLETTSVILLE,TX,77964,Lavaca,(361) 798-3671,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,5,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,4,1,3,0,,8,Not Available,5,14,3,
451377,REEVES COUNTY HOSPITAL DISTRICT,2323 TEXAS STREET,PECOS,TX,79772,Reeves,(432) 447-3551,Critical Access Hospitals,Government - Local,Yes,Y,Not Available,16,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,5,0,4,1,,8,Not Available,5,14,1,
451378,BIG BEND REGIONAL MEDICAL CENTER,2600 HIGHWAY 118 NORTH,ALPINE,TX,79830,Brewster,(432) 837-3447,Critical Access Hospitals,Proprietary,Yes,Y,3,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,5,0,5,0,,8,8,,14,8,
451379,CORYELL MEMORIAL HEALTHCARE SYSTEM,1507 W MAIN STREET,GATESVILLE,TX,76528,Coryell,(254) 865-8251,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,Not Available,16,7,2,0,2,0,,8,1,0,1,0,,11,5,0,5,0,,8,8,,14,5,
451380,UT HEALTH EAST TEXAS QUITMAN HOSPITAL,117 WINNSBORO STREET,QUITMAN,TX,75783,Wood,(903) 763-4500,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,5,,7,5,0,5,0,,8,1,0,1,0,,11,6,0,6,0,,8,8,,14,10,
451381,CHRISTUS MOTHER FRANCES HOSPITAL- WINNSBORO,719 WEST COKE ROAD,WINNSBORO,TX,75494,Wood,(903) 342-5227,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
451382,COMANCHE COUNTY MEDICAL CENTER,10201 HWY 16,COMANCHE,TX,76442,Comanche,(254) 879-4900,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,3,,7,4,0,4,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,5,0,5,0,,8,8,,14,5,
451384,COGDELL MEMORIAL HOSPITAL,1700 COGDELL BLVD,SNYDER,TX,79549,Scurry,(325) 574-7437,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,4,,7,3,0,3,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,6,1,5,0,,8,Not Available,5,14,5,
451385,GOODALL WITCHER HOSPITAL,101 POSEY AVENUE,CLIFTON,TX,76634,Bosque,(254) 675-8322,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,2,,7,3,0,2,1,,8,Not Available,Not Available,Not Available,Not Available,5,11,5,0,5,0,,8,Not Available,5,14,8,
451386,MEMORIAL HOSPITAL,224 E SECOND STREET,DUMAS,TX,79029,Moore,(806) 935-7171,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,2,,7,3,0,3,0,,8,1,0,1,0,,11,7,0,6,1,,8,8,,14,7,
451387,UVALDE MEMORIAL HOSPITAL,1025 GARNER FIELD ROAD,UVALDE,TX,78801,Uvalde,(830) 278-6251,Critical Access Hospitals,Government - Hospital District or Authority,Yes,Y,3,,7,3,0,3,0,,8,1,0,1,0,,11,7,0,7,0,,8,8,,14,7,
451389,PECOS COUNTY MEMORIAL HOSPITAL,387 WEST I 10,FORT STOCKTON,TX,79735,Pecos,(432) 336-2004,Critical Access Hospitals,Government - Local,Yes,,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,1,0,1,0,,8,Not Available,5,14,2,
451390,DIMMIT REGIONAL HOSPITAL,704 HOSPITAL DRIVE,CARRIZO SPRINGS,TX,78834,Dimmit,(830) 876-2424,Critical Access Hospitals,Voluntary non-profit - Other,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,14,3,
451391,FRIO REGIONAL HOSPITAL,200 S IH 35,PEARSALL,TX,78061,Frio,(830) 334-3617,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,2,0,2,0,,8,Not Available,5,14,5,
451392,HAMILTON GENERAL HOSPITAL,"400 N BROWN, BUILDING 1",HAMILTON,TX,76531,Hamilton,(254) 386-3151,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,5,,7,4,0,4,0,,8,Not Available,Not Available,Not Available,Not Available,5,11,6,0,6,0,,8,8,,14,8,
451393,CROCKETT MEDICAL CENTER,1100 E LOOP 304,CROCKETT,TX,75835,Houston,(936) 546-3890,Critical Access Hospitals,Proprietary,Yes,,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,Not Available,Not Available,Not Available,19,Not Available,Not Available,19,Not Available,Not Available,19
451394,KNOX COUNTY HOSPITAL,701 SOUTHEAST  5TH STREET,KNOX CITY,TX,79529,Knox,(940) 657-3535,Critical Access Hospitals,Government - Hospital District or Authority,No,Y,Not Available,16,7,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,Not Available,Not Available,Not Available,5,11,Not Available,Not Available,Not Available,Not Available,5,8,Not Available,5,14,2,
